Num iters,Mean rel error
1,0.013325866774399765
51,0.02533536956461612
101,0.03233330465964973
151,0.03798845080146566
201,0.048916314488835634
251,0.06114899270525202
301,0.06114683312997222
351,0.06666750278705731
401,0.06506569974245504
451,0.06232683137860148
501,0.07574613436637446
551,0.07931177521208301
601,0.0849078649853356
651,0.0886168998301495
701,0.09061421173689888
751,0.0923154168107547
801,0.09512915435582397
851,0.09368080560360105
901,0.09175391434803606
951,0.09247703501428477
1001,0.0977313283185475
1051,0.10659752230467273
1101,0.1125521093110554
1151,0.123441853960976
1201,0.1156695720956661
1251,0.11551658995295874
1301,0.1018023696293589
1351,0.11465716269426048
1401,0.10770489754213483
1451,0.1115532587643247
1501,0.11968302114550023
1551,0.09642829492059537
1601,0.08406026808461173
1651,0.08160898554543964
1701,0.08617775425966828
1751,0.07902985056776087
1801,0.07386774287316947
1851,0.0728181096958928
1901,0.07211605174539145
1951,0.07127127375942654
2001,0.06885770884787197
2051,0.06454782228046097
2101,0.06504516219270881
2151,0.06619707367591328
2201,0.06144444987748283
2251,0.0643068417680799
2301,0.0607770864223363
2351,0.05883021261313698
2401,0.05711605831782799
2451,0.0552906568829203
2501,0.05184564574800897
2551,0.05365119930240325
2601,0.04836581387959886
2651,0.05171390261313645
2701,0.053797117161843925
2751,0.050460158051981126
2801,0.0567424326278735
2851,0.04889317689174786
2901,0.051510487445374016
2951,0.04924502091202885
3001,0.053117312514712106
3051,0.05415007267915644
3101,0.039711092776071745
3151,0.0635227539336076
3201,0.05375013141428353
3251,0.051145827766362346
3301,0.057129195638699455
3351,0.045818058282334824
3401,0.04925470465059625
3451,0.04852515426999889
3501,0.04833861430383986
3551,0.054462655378528874
3601,0.03962016962012276
3651,0.045943410015531115
3701,0.06125538642883766
3751,0.05480219787929673
3801,0.049949640730046665
3851,0.05212165673589334
3901,0.06873672487186267
3951,0.04382575104830321
4001,0.047138685137941505
4051,0.0589951371171861
4101,0.03596425133192679
4151,0.03817362623580266
4201,0.048983091579796745
4251,0.06171781691387296
4301,0.040962717034551316
4351,0.05962646747031249
4401,0.04429394345325418
4451,0.037150504257029385
4501,0.042417246579006314
4551,0.051258601243142035
4601,0.03788791684318567
4651,0.056558691776555495
4701,0.03793626883391407
4751,0.05707589934001444
4801,0.063958635470015
4851,0.03788381580425194
4901,0.03326375799963716
4951,0.04538973197773448
5001,0.035868319797993174
5051,0.04028415090509225
5101,0.0570202106673736
5151,0.04025125414542854
5201,0.04052842760599451
5251,0.04898391267735278
5301,0.05098899726076633
5351,0.052427918669383504
5401,0.051498288554686585
5451,0.053524267903040164
5501,0.05261556716891937
5551,0.04688854800897534
5601,0.0471311751170666
5651,0.048621084432106
5701,0.03983097786564613
5751,0.04917820619001868
5801,0.034237758609250886
5851,0.04798551753902575
5901,0.04430422895349329
5951,0.03939585263871704
6002,0.0429657362021273
6052,0.065111899105471
6102,0.0422326256451429
6152,0.0432350531172007
6202,0.0519847983666812
6252,0.0561808266919921
6302,0.0440222618900821
6352,0.0543034664912032
6402,0.0530256452677887
6452,0.0409124223325983
6502,0.0566378907311474
6552,0.0384084803175064
6602,0.0475396206939709
6652,0.0393644331864896
6702,0.0590101333447848
6752,0.0557627152278262
6802,0.0564346215153113
6852,0.0776797461427166
6902,0.0547624943095375
6952,0.0576897336182766
7002,0.0594727140445611
7052,0.0515671444976702
7102,0.0528076228845398
7152,0.0430770666265685
7202,0.0632165838253684
7252,0.043215898305719
7302,0.042122945447429
7352,0.0473503268730943
7402,0.0572020804515574
7452,0.0748059810131671
7502,0.0741561481076409
7552,0.0542783580131712
7602,0.0633142351680668
7652,0.0585309613958525
7702,0.0556592714700964
7752,0.0498578635704587
7802,0.0552399194968224
7852,0.045333500920172
7902,0.0617765065394691
7952,0.0555314910165499
8002,0.0617155891482369
8052,0.0486967942235525
8102,0.0649679306619335
8152,0.0655159153806045
8202,0.0624634330205386
8252,0.0531880516429373
8302,0.0440835341294412
8352,0.0460585585377062
8402,0.0650344839679193
8452,0.0691515771008911
8502,0.0584068259520456
8552,0.0568974942103377
8602,0.0672632573283393
8652,0.0513593343664775
8702,0.0562978094352642
8752,0.0614015468147466
8802,0.0466188218468567
8852,0.053276446630666
8902,0.058481153851177
8952,0.0476640067211468
9002,0.0532961601554183
9052,0.0446527614474529
9102,0.0506709187919273
9152,0.0635182677326025
9202,0.0462841435398033
9252,0.0513593657946679
9302,0.0507496965838479
9352,0.0507408362427493
9402,0.0681140695005655
9452,0.0608979550120188
9502,0.0676675888496567
9552,0.0546068749180645
9602,0.0603410058610723
9652,0.0596311273323255
9702,0.0574230231856345
9752,0.065626248862507
9802,0.0606981410177133
9852,0.0716666405522613
9902,0.0588258760638535
9952,0.0628652241485833
10002,0.0609892390545457
10052,0.0523801032445335
10102,0.0722111463868233
10152,0.0602392700678028
10202,0.0650750308257876
10252,0.0553909925011394
10302,0.0625022357804817
10352,0.060174518817442
10402,0.0666223189745214
10452,0.0686256628574687
10502,0.0697716097756056
10552,0.0632554178149555
10602,0.0684625837698986
10652,0.0709445616253651
10702,0.0513549928309686
10752,0.0757549533417739
10802,0.072930504371965
10852,0.05942432785306
10902,0.0637696500293677
10952,0.0614364777672337
11002,0.0755985105674597
11052,0.0645029277260997
11102,0.0678987688292865
11152,0.0534962827519513
11202,0.0575633769221778
11252,0.0533622952389705
11302,0.0684082083865301
11352,0.0537357525684987
11402,0.0533510457083466
11452,0.0569543684602598
11502,0.0620280293017334
11552,0.069778621391009
11602,0.0759349985837179
11652,0.0694124875893932
11702,0.0665978845206089
11752,0.0700177558891475
11802,0.0521615008742082
11852,0.0685862643721513
11902,0.0702488911362947
11952,0.0855957122405991
12002,0.0587326103052706
12052,0.0775979474415886
12102,0.0685488109692058
12152,0.0572584584568219
12202,0.0632559997250733
12252,0.0538932273655431
12302,0.0508141073619946
12352,0.0500632890847919
12402,0.06529424873846
12452,0.0666552635540836
12502,0.0724470784108038
12552,0.0690691809975425
12602,0.0674414276305236
12652,0.0750209012557403
12702,0.0672326093449606
12752,0.0760539367875899
12802,0.0552853539495379
12852,0.0763449646604014
12902,0.0732467332732863
12952,0.0674671758499112
13002,0.0696630871309665
13052,0.0706295030649635
13102,0.0682694874298991
13152,0.0774859145996626
13202,0.0738863939640345
13252,0.0668983452582091
13302,0.0795030378239927
13352,0.0783978320924157
13402,0.0759099009175319
13452,0.0704040792754443
13502,0.0625315249589155
13552,0.0614388842768559
13602,0.0668459438077465
13652,0.0677055388306209
13702,0.0672376894011686
13752,0.0826193854262062
13802,0.0752133965519256
13852,0.0661290463827434
13902,0.077176905789366
13952,0.0700072430861764
14002,0.0762970333228004
14052,0.0792746766990167
14102,0.064957910487859
14152,0.07600669440669
