Num iters,weights concentration
1,0.865497039508227
51,3.1291010818577507
101,3.541685376297416
151,3.54869260765423
201,4.489420758653742
251,4.61485321254601
301,4.781676413968384
351,6.58077104062339
401,4.365611373341288
451,4.528454574363858
501,5.021050124464352
551,5.34192488263759
601,6.555873670214756
651,6.86553350501845
701,6.877437539682009
751,6.43081255579571
801,6.178014840336512
851,6.950089414953094
901,5.920214121120228
951,5.566233957717795
1001,5.634938908268454
1051,6.577724311204055
1101,6.491579544939118
1151,7.372820229656373
1201,6.73165040318072
1251,6.127714872169019
1301,6.492727349463227
1351,6.544245166056301
1401,7.711617218014807
1451,9.196896070724856
1501,9.320005149167402
1551,8.428549380738493
1601,7.914557804125895
1651,8.87748368807608
1701,7.802807850411915
1751,9.064303775235688
1801,7.825033161073308
1851,9.834225957657528
1901,10.19479323731974
1951,10.111473078570448
2001,10.284045375602394
2051,9.331057106566144
2101,10.173473505594194
2151,12.424102268429548
2201,12.76258682464509
2251,11.072576023847638
2301,11.37062435992295
2351,12.427365553934454
2401,12.429113460093513
2451,12.101825782503669
2501,12.231237352041273
2551,12.489155270423204
2601,12.67548015031246
2651,13.019300246677682
2701,13.176687105378424
2751,13.469475163370625
2801,13.318906604534128
2851,13.116529793677634
2901,13.137422504588082
2951,13.36543257093546
3001,13.37740289860696
3051,13.224860475676945
3101,13.183935715830913
3151,13.316599093195448
3201,13.155550770150658
3251,13.243644403389592
3301,13.395910880250348
3351,13.492804925071304
3401,13.516882460838708
3451,13.437066715656778
3501,13.591676099296146
3551,13.589022529712196
3601,12.576986224429861
3651,12.82793530450525
3701,12.995306409324424
3751,12.570510374315221
3801,12.60007312234818
3851,13.069652492019744
3901,13.151764456482825
3951,12.837339302595222
4001,12.77178779638341
4051,12.645507179325683
4101,12.787832708565285
4151,12.700627254807497
4201,12.775131401904446
4251,12.605748702380833
4301,12.584252416329536
4351,12.660859613474749
4401,12.668931093878909
4451,12.620191892470489
4501,12.739543739127644
4551,12.827507309937443
4601,13.098436126838635
4651,13.411456276108543
4701,13.458016106632256
4751,13.552310843185037
4801,13.396017129030652
4851,13.367742029464235
4901,13.34816320641693
4951,13.304479286256154
5001,13.144150207333348
5051,12.945254153827891
5101,13.118265231758985
5151,12.878936050694964
5201,12.938176088340285
5251,13.151008946525168
5301,13.456127542880516
5351,13.26991629162218
5401,13.002050704645136
5451,12.95958642298159
5501,13.220053362917279
5551,13.236950434843337
5601,13.223336384526258
5651,13.296620809663844
5701,13.164180207008716
5751,13.101658256491087
5801,12.886194514242836
5851,13.200271260624854
5901,13.10117417351582
5951,12.7900566405622
6001,13.215227262999235
6051,12.89100821374227
6101,13.362749008815328
6151,13.499224087217526
6201,13.444165715349014
6251,13.445154063458062
6301,13.259081102803941
6351,13.192196306568414
6401,13.180919081113544
6451,12.99396616138166
6501,13.491597733573274
6551,12.68581452656417
6601,12.589528376749081
6651,12.662119345646364
6701,12.719026111986269
6751,13.15018228262652
6801,13.345460120532207
6851,13.02549572415089
6901,13.05806859609118
6951,13.075013298617376
7001,13.034834950295508
7051,13.14454316787598
7101,13.65250989144927
7151,13.889840621067073
7201,13.796372485893276
7251,13.836116625161909
7301,13.82442085136584
7351,13.992585908035467
7401,13.730721642514997
7451,13.889381679115504
7501,13.68113826079712
7551,13.410441647332553
7601,13.123967797151344
7651,12.880779110309268
7701,12.77803482245161
7751,13.066954539477884
7801,13.290889893690547
7851,13.293890374646054
7901,13.26862994253463
7951,13.200992711451532
8001,13.246101246784765
8051,12.617041474432549
8101,12.719465980110929
8151,12.879053632019458
8201,12.645645406214118
8251,13.25537613549182
8301,13.473938239799384
8351,13.564415588331965
8401,13.623270275175297
8451,13.4353947682654
8501,13.24489353592772
8551,13.36077340926019
8601,13.286431637010654
8651,13.178218294447918
8701,13.18899710614667
8751,13.415973209963106
8801,12.694316830776888
8851,12.74282897506606
8901,12.864360364486004
8951,12.886595789181618
9001,12.830594962433308
9051,12.759577937365568
9101,12.659503010914916
9151,12.88679435488022
9201,12.915968335615304
9251,12.970999817225778
9301,13.23269789534198
9351,13.019658961846757
9401,12.87606793608733
9451,13.184005861331235
9501,12.165834118338205
9551,12.276555467166627
9601,11.811615700613244
9651,11.547763420556237
9701,11.3121809543174
9751,11.596249633400664
9801,11.485250351757267
9851,11.419265773987362
9901,10.705441320500205
9951,10.721914981300044
10001,10.463662925318769
10051,10.783886888861976
10101,10.88349945716177
10151,10.628188588373171
10201,10.575419758393508
10251,10.686687289408174
10301,10.574465627238249
10351,10.586879578010828
10401,10.540768844196991
10451,10.76514200889855
10501,10.84880655220253
10551,9.821659503283781
10601,9.816720116715555
10651,9.884661610541526
10701,9.812046279704424
10751,9.808526590807508
10801,9.084557882296937
10851,10.14251788210671
10901,10.068400356163982
10951,10.378992364995585
11001,10.322354745476182
11051,10.336358697366576
11101,10.488066937792461
11151,10.77707786449922
11201,10.800267693118085
11251,10.79415559312521
11301,10.485697743494677
11351,10.35105310438252
11401,10.495361018619618
11451,10.463902618645417
11501,10.526563990395922
11551,10.44932575374914
11601,10.462225117486538
11651,10.598959650573277
11701,10.529718193637088
11751,10.17412923652658
11801,10.2103480702889
11851,10.3927349977624
11901,9.877500913495508
11951,9.604326072428291
12001,9.90247744539614
12051,10.194266170858711
12101,10.240596180445197
12151,10.412991508342804
12201,10.6153370814794
12251,10.717420263331502
12301,10.732365245516082
12351,10.555495227539106
12401,10.803101320779905
12451,10.98063436377159
12501,10.991026193977586
12551,10.195516860486938
12601,10.200775673741325
12651,10.279699953692078
12701,10.174460070584168
12751,10.319230661714565
12801,10.356724886055519
12851,10.444332408927427
12901,10.555456703538362
12951,9.965959533580921
13001,9.840456485065966
13051,9.961659355215185
13101,10.17618894730339
13151,10.185219591968048
13201,10.024107451199889
13251,10.114904507061604
13301,10.093612238161835
13351,10.232613188968832
13401,10.478028159571395
13451,10.226362415071614
13501,10.311053183895831
13551,10.825371001991586
13601,10.696376775014667
13651,10.736352342365074
13701,10.811412836954142
13751,10.689470417717912
13801,10.662917165832805
13851,10.67543395545498
13901,10.536071866361458
13951,10.496967931792854
14001,10.74695352873103
14051,10.877617384598874
